PCR_01,PCR_02,PCR_03,PCR_04,PCR_05,PCR_06,PCR_07,PCR_08,PCR_09,PCR_10,contamination_level
-0.319563809032045,-0.9387078830529672,0.09583295551216449,-0.08058777623792934,-0.2116927917064718,-1.265943689152873,-0.15486968661576236,-0.06615544050467029,2.0400263723258276,-0.21132939867987402,0.0963514070445974
-1.3043850475237702,-0.9157168601449602,-0.5777589201850412,1.0109457432237239,-0.8658544488833417,-0.042536407093055846,-0.7341473630510684,-0.5673836732091532,-1.895054717729593,0.5323026903941014,0.3171129419966371
0.32431424510088824,2.2971711045776475,0.7645695019020387,0.7627699419751639,-0.6951652515100636,1.4660158156088252,-0.2280257665878608,0.7442009315069101,0.9710913496532498,0.8141979049064677,-0.1205134984302051
-0.6992456651544342,-1.1722857883505229,0.05125662303991261,0.4757732364405697,-0.3129040504431198,0.22622557153669132,0.348052606756984,-0.9419167472606955,0.3239852381729002,0.28524004334626707,0.396919129864986
-0.8303849525427733,0.12484284853209095,-0.1452712277494812,1.9320635978299892,-0.9325694503921745,1.5464531046785561,1.133530563532249,-0.5984342366780463,-0.24265179278186866,-0.014333188559747963,0.397551221136894
-0.17746241278926314,-1.9808733070059785,-0.22893454357220316,-0.006327930085600452,0.31698721108366323,-0.655424131479096,1.4750091944359414,-0.9317360219578568,0.319040157735198,-0.3027207187794301,0.3212422631033882
-0.5325165089530619,-0.37747487218584935,-0.7543328363344378,-0.9868396589705876,-0.5366144934544012,1.284602134565497,0.8985866488142353,-0.8020856693292768,-0.4687189618520401,0.6129552253111227,-0.2282131921499627
0.1896250651406088,-2.36997326766232,0.07391797655990467,0.12207787563324678,-0.30144852668588,1.2016479649283054,1.0476901502059148,-0.22381808097955616,0.3613797121053811,-0.47754071383470226,0.2644098901972783
-0.22592384489634837,-0.5069323351025903,-0.3432221677909035,0.41624086876848054,-1.1710242157440367,-0.3883000544917246,-0.23818409507859986,-0.8398169695749862,0.8350853296171862,-0.5764771956343981,0.2118847919419036
-0.42206764781376027,0.9002125862538048,-0.30821951029187666,-1.0264724126505012,-0.07605440131501946,-0.32991468274024743,-1.0320793423894479,0.37951259980340857,0.1136442290349601,0.5141740869819236,-0.2045725302121412
1.424547575330483,1.4039428525060984,-0.716290957340111,1.5243944955817066,-1.0935251785587572,-0.15354157941385307,0.6271451523558763,0.4415952208060204,0.5697803923963128,0.3850682239706974,0.3562859771336567
-1.2962770759013393,0.29627271775533537,0.9108493245701502,0.554415328131362,-0.305266730768666,0.744389189618038,0.3810897236221879,-0.15207594388712847,-2.075942937173299,-0.24415982191865693,0.0669588925890588
0.7365946245303646,0.040752509804250894,0.44186561424282556,0.785807068502725,0.17157932712867716,0.3399408157857445,-0.2580417744394544,-0.8085945357837785,-0.28900702341935275,0.6067242834221155,0.1436404498399771
-0.8281449961132804,-1.8347453305962682,0.9807754351698327,0.35256311160005677,0.7624786134558578,0.5279299797283129,1.088026431742669,-0.8762588590832355,1.2463257028485326,-0.35497926463632273,0.2881198082894012
-0.7950609514382893,1.4307525384024935,-0.24823294524847409,0.4296248319073533,1.2300006591728043,-1.1944523678495913,0.7112943567926646,-0.986427554850238,0.7710627977691504,-0.616290209655499,-0.0558302686440612
